أحمد أديب أنور أمين إسلام إبراهيم إسماعيل إسحاق أيمن,,,
أسلم أحنف أبوبكر أسامة إياس إياد أمير أسعد أنس,,, 
أنيس إحسان آدم أيوب إدريس أدهم أسد أشرف أديين,,,
إيهاب إلهام إياس أمجد أدهم أصيل أصهب أكرم أبي,,,
أزهر إمام,,,
,,,
,,,
,,,
باسل باهي بسام بدر بحر بشار بشير بندر باسم,,,
بلال بهلول برهوم براء بطل بطي بخيت برعي بدوي,,,
بنان بدران بهاء الدين بروان بصير بارع بدير بديع بركات,,,
برهان بكري بليشة بهاء بكر بهوان,,,
,,,
,,,
,,,
تــامر تميم تيسير تركي تمام تهامة توفيق,,,
,,,
,,,
ثــامر ثعلــوب ثويني ثروت ثائر ثابت,,,
,,,
,,,
جلال جمال جواد جمعة جاسم جوهر جهاد جابر جبير,,,
جبران جحا جبيل جاسر جعفر جسار جساس جميل,,,
,,,
,,,
حمــد حمــدان حــامد حارب حميد حمدون حاتم حازم حزام,,,
حسن حسين حسنين حسان حمزة حمرعين حيدر حافظ حسام,,,
حاكم حارث حكيم حجازي حذيفة حربي حليم حمود حميدان,,,
حسني حمدي حلمي حيي,,,
,,,
,,,
خالــد خليفــة خميس خادم خلفان خلدون خليل خمبش خضر,,,
خضيــر خبيب خباب خطاب خزام خلف خوري خويلد خيري,,,
,,,
,,,
دحيم دويس دجانة داود دريد دياب ديب ديسم,,,
,,,
,,,
ذوالكفل ذياب ذيــب ذكاء ذؤيب ذكي,,,
,,,
,,,
رامي راشد رؤوف رجب رائد رابح راتب رامس راغب,,,
ربحي ربيع رباح رستم رسلان رشاد رشدي رشيد رامز,,,
رفعت راكان رماح رمزي رمضان رجب رياض رماس رفيع,,,
راجع,,,
,,,
زامــل زكريا زاهي زايد زويد زيدان زيدون زكي زحل,,,
زعــل زاهر زهدي زياد زيد زكاء زريد زاهد,,,
,,,
,,,
سعيد سيد سالم سرحان سراج سهيل سليم سلطان سعد,,,
سعود سيف سامي سلمان سمير ساجد سعدون سليمان سلامة,,,
سامح سنان سعدالله سفيان ساعد سواد سلام سفير سرور,,,
سعيدان سامر سويد سويدان,,,
,,,
,,,
شاهــد شميل شرهان شبل شعيب شعبان شامل شامس شيخ,,,
شمس شنان شهدان شمروخ شارع شمس الدين شعيب شافع شاهد,,,
شمشون شداد شمل شاكر شكري شريف شرارة شهاب شوكت,,,
شادي شهداد شعلان شهدان شاكي,,,
,,,
,,,
حرف الصــاد,,,
صابر صادق صهيب صنقور صلاح صالح صقر صحاف صدام,,,
صخر صفوان صبري صبحي صنديد صياح صوايح صباح,,,
,,,
,,,
ضرغـــام ضاحي ضاعن ضبع ضباب ضيف ضعيف ضرار ضياء,,,
,,,
,,,
طالــب طحنون طارق الطيب طاهر طــه طفيل طبيب طيب,,,
طلال طناف طلحة,,,
,,,
,,,
ظافر ظاهر ظلال ظبي ظريف ظاعن ظاوي,,,
,,,
,,,
عبدالله عبد الرحمن عبد الرحيم عبد الملك عبد القدوس عبد السلام عبد العزيز عبد الجبار عبد الخالق,,,
عبد الغفار عبد القهار عبد الوهاب عبد الرزاق عبد الفتاح عبد العليم عبد الباسط عبد السميع عبد البصير,,,
عبد اللطيف عبد الحليم عبد العظيم عبد الشكور عبد العلي عبد القدير عبد الحفيظ عبد الجليل عبد الكريم,,,
عبد الحكيم عبد الودود عبد المجيد عبد الحق عبد القوي عبد الحميد عبد الحي عبد القيوم عبد الماجد,,,
عبدالواحد عبد القادر عبد الصمد عبد التواب عبدالرؤوف عبد الغني عبد النور عبد الهادي عبد الباقي,,,
عبد الصبور عبد المنان عبد الغفور عبد المعين عبد المعز عمير عاصي عزيز عزت,,,
عبود عيد عبده عنبر عبيد عثمان عباس عصمان عنتر,,,
علوان علاء عايد عايض عيضة عاطف عدي عمار عيدروس,,,
عابد عابدين عنزي عارف عاطي عليان عواد عدنان عمر,,,
علي عطوان عرفات عرفات عجيل علام عزمي عدلي عامر,,,
عمران عاصف عوض عوضين عطاء عضيد عطفي عوني عطوة,,,
عتيبة علاء عيود عرفة عطية عوض عوضين عايض عطاء,,,
عجاج عيناوي,,,
,,,
,,,
غسان غريب غافان غسان غيث غالب غالي غازي غاصب,,,
غصين غنيم غوار غانم غزالي غامد غرير غراب,,,
,,,
,,,
فهد فادي فارس فالح فاروق فريد فهر فاتح فايز,,,
فلاح فيصل فتحي فوزي فؤاد فتوح فهمي فهيم فاهم,,,
فاضل فضل فواز فكري فرج فضل الله فراج فرج الله فردان,,,
فايد فياض فتاح فخري فراس فداء فطيم فائز,,,
,,,
,,,
قاسم قحطان قادر قدري قريع قريش قصي قمر قنديل,,,
قنبر قاصد قنون قارون قتيبة قيس قابوس,,,
,,,
,,,
كريم كامل كليب كثير كمال كوكو كبير كعيب كعب,,,
كتيم كعبول كساب كايد كايل كاظم كرم كنان,,,
,,,
,,,
لؤي لافي ليث لطفي لواح لبيب لهيب لطيف لماح,,,
لهدان,,,
,,,
محمد منصور متولي ماجد مخلوف ممدوح مروان محبوب مراد,,,
مهند مشعل موسى مصطفى مرزوق مؤمن مؤيد مرسي مازن,,,
مالك مأمون مانع ماهر مطر مبارك معيوف متوكل مناحي,,,
مجاهد مجد مجدي محسن محمود مختار مرتضى مسعود مصباح,,,
منير منذر منتصر مقداد مطيع معاذ مطيع مكي مكتوم,,,
,,,
,,,
نبيــل نــاصر ناجي نصوح نصيب نائل نادر نشأت نجيب,,,
نـــزار نشوان نضال نواف نايف نوفل نهيان نهار نعير,,,
نعمان,,,
,,,
هاشم هادي هيثم هلال هاني هشام هريدي هادف هداف,,,
هزاع هياي,,,
,,,
,,,
وليــد وحيد وائل واصف وجدي وسام وسيم وهبي ونيس,,,
ورد وصفي وديع وافي واكد وزير وضاح,,,
,,,
,,,
ياسر ياسين يحيى يوسف يونس يعقوب يزن يافع يزيد,,,
يسار يمن,,,
